category,condition,description,meet_up,overview,pics,price,seller,title,url
,Lightly used # 7,"Bumped,2 months ago,Brand,HP,Model Number,HP EliteDesk 800 G2 Mini,Ram (GB),16GB,SSD Storage (GB),256GB,⭐ 重點分享
💻 技術規格
處理器　 Intel Core i5-6500T
系統　　 Windows 10 Pro
記憶體　 16GB (8Gx2)
儲存　　 256GB SSD 2.5""
顯示卡　 Intel HD Graphics 630
網絡　　 Wi-Fi 5 AC
尺寸　　 175 x 34 x 177 mm
重量　　 1.30 kg

■ 官方介紹
,

🏤 深水埗海壇街230號地鋪
🕑 1:00PM-10:00PM 每天
💬 WhatsApp 62010260 查詢

🔹 實體店｜現場試機
🔹 三個月保養｜配原裝充電器
🔹 現金／EPS／Visa／MasterCard／銀聯
🔹 轉數快 FPS／PayMe／八達通／Alipay／Wechat Pay

🌐 瀏覽其他產品 ⬇️即時 Link
💻 手提電腦 / 一體式電腦 / Apple 產品
,

🖥 顯示器｜Monitor
,

💳 顯示卡｜Display Card
",Sham Shui Po (深水埗),"Lightly used,Meetup,Sham Shui Po (深水埗)","https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687679436_21c6ade7,https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687679436_21c6ade7_progressive,https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687684125_f833b007_progressive,https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687679436_24e9f2b7_progressive,https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687679436_63c4c4ed_progressive,https://media.karousell.com/media/photos/products/2022/9/21/_hp_800_g2_mini__i56500t__16gb_1663738331_0313332d_progressive,https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687679910_c4fad2df_progressive,https://media.karousell.com/media/photos/products/2023/6/25/_hp_elitedesk_800_g2__i56500t__1687679910_0c25ac1d_progressive,https://media.karousell.com/media/photos/products/2023/5/29/27_samsung_c27f591_1080p_60hz__1685367590_66f894c5_thumbnail,https://media.karousell.com/media/photos/products/2023/8/4/25__asus_mx259h__ips_____25_mx_1691150895_f55bb452_thumbnail,https://media.karousell.com/media/photos/products/2023/6/15/24_dell_p2418ht1080p_60hz___us_1686836184_de068f5c_thumbnail","HK$1,200",/u/wingscomputer001/,HP 800 G2 Mini (  i5-6500T / 16GB RAM / 256GB SSD )【🌐Wi-Fi + 藍牙｜👍🏼前置USB-C｜✨三個月保養】# 電腦 / 台機 / 細機 / 主機 / 袖珍機 /Desktop / SFF / Tiny / Mini / Micro / PC / EliteDesk【熱門】,https://www.carousell.com.hk/p/hp-800-g2-mini-i5-6500t-16gb-ram-256gb-ssd-%E3%80%90%F0%9F%8C%90wi-fi-%E8%97%8D%E7%89%99%EF%BD%9C%F0%9F%91%8D%F0%9F%8F%BC%E5%89%8D%E7%BD%AEusb-c%EF%BD%9C%E2%9C%A8%E4%B8%89%E5%80%8B%E6%9C%88%E4%BF%9D%E9%A4%8A%E3%80%91-%E9%9B%BB%E8%85%A6-%E5%8F%B0%E6%A9%9F-%E7%B4%B0%E6%A9%9F-%E4%B8%BB%E6%A9%9F-%E8%A2%96%E7%8F%8D%E6%A9%9F-desktop-sff-tiny-mini-micro-pc-elitedesk%E3%80%90%E7%86%B1%E9%96%80%E3%80%91-1186146956/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=34
,"Heavily used # Heavily used: Used, with obvious signs of use or defects.","Posted,4 weeks ago,Brand,Apple",Wong Chuk Hang (黃竹坑),"Heavily used,Meetup,Wong Chuk Hang (黃竹坑)","https://media.karousell.com/media/photos/products/2023/8/23/apple_keyboard_1692797096_ce294b22.jpg,https://media.karousell.com/media/photos/products/2023/8/23/apple_keyboard_1692797096_ce294b22_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/apple_keyboard_1692797096_ce294b22_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/apple_keyboard_1692797096_d114f256_progressive.jpg,https://media.karousell.com/media/photos/products/2022/5/27/__mobileduck_4g_120gb__datasim_1653640457_492e3fdf_thumbnail",HK$100,/u/arthuarthur/,Apple keyboard,https://www.carousell.com.hk/p/apple-keyboard-1250699578/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=41
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,4 weeks ago,Brand,Apple,(24寸😍) APPLE iMac M1/8gb ram/256gb ssd/2021/ sliver , white,銀色 白色😍

iMac 2021 24-inch 24inch
8gb ram 256gb ssd

$5980😍白色 淨機+盒
~~~~~~~~~~~~
火牛$680
（優惠價加配銀色magic3鍵盤+magic mouse 3滑鼠一套 $880）
~~~~~~~~~~~~
其他選配😍
各種顏色 (橙,綠,粉紅,銀,黃,藍,紫)
magic keyboard 3 $788
 magic keyboard 3+touch ID  $988
長magic keyboard 3+touch ID $1288
Magic Mouse 3 $588😍
各色原裝快充type Cto lightning 線 $128



~新機一樣😍👍🏻最新款24寸👍🏻
~24 inch Retina, 4.5k塗層完美😍
~Type-C 
~超級靚機😍😍
~電子之家信心保證，好過亂咁上網買，仲要諗黎諗去嘅師兄真係勿擾🙏🏻
即場著機+$200

抵玩價，不議價
whatsapp 69960660


可直接whatsapp了解及推介

歡迎追蹤我地fb/Carousell/ IG，睇下有無其他岩心水嘅貨品🥰

🌏Facebook專頁: 電子之家
🌈Instagram: notebook.master

⭐️Carousell：
,

👩🏻‍💻本公司於以上各個網上平台均只設有一個營運帳號，請各位親愛的客人們留意，慎防被騙🫰🏻

#落訂留機
#本店接受payme, alipayHK, wechat pay, Tag &Go, 八達通 消費券
#電子之家💟你的電子專家
#大量現貨,歡迎學校、機構、教會、公司、同業等大量採購🤝
#租用 #商務",MTR Tsuen Wan Station (港鐵荃灣站),"Like new,Meetup,MTR Tsuen Wan Station (港鐵荃灣站)","https://media.karousell.com/media/photos/products/2023/8/22/24_apple_imac_m18gb_ram256gb_s_1692709391_c0055bbe.jpg,https://media.karousell.com/media/photos/products/2023/8/22/24_apple_imac_m18gb_ram256gb_s_1692709391_c0055bbe_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/24_apple_imac_m18gb_ram256gb_s_1692709391_c382d9f1_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/24_apple_imac_m18gb_ram256gb_s_1692709391_a382c30e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/999__se2_apple_iphone_se_2_____1693290980_fbc23d21_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/9/15/apple_iphone_12mini_12_mini__1_1694796065_d8fa78e5_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/9/11/blackberry_key2_le_bbe1004_64g_1694443294_e2abbc30_thumbnail.jpg","HK$5,980",/u/notebook_master/,"(24寸😍) APPLE iMac M1/8gb ram/256gb ssd/2021/ sliver , white,銀色 白色😍",https://www.carousell.com.hk/p/24%E5%AF%B8%F0%9F%98%8D-apple-imac-m1-8gb-ram-256gb-ssd-2021-sliver-white-%E9%8A%80%E8%89%B2-%E7%99%BD%E8%89%B2%F0%9F%98%8D-1250507891/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=42
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,12 hours ago,Brand,Asus,售靚料打機電腦, 剛砌好, 因大屋搬細屋無位放故售

CPU: i5 13600k  (無盒有單)
RAM: G SKILL 32GB DDR4 2666 (有盒有單)
MB: ASUS PRIME B760M (有盒有單)
ANTEC NEOECO 650W靚火牛 80 GOLD (有盒有單)
M2 SSD: SAMSUNG EVO 500GB  (無盒無單運作正常)
顯示卡: Sapphire RX 6600 (效能等同nvidia 3060 有盒有單)
機箱: 北歐分形工藝 Facture Design Mini Pop (機箱原價900 無盒無單運作正常, 新買)
連一個淘淘原裝正版KEY嘅WINDOWS 11俾你

*不連相內自由高達模型*

ARGB 真係好靚, 可惜命運安排無位俾佢故割愛
只小議, 劈價者抱歉, 可能會不回覆, 大家男人公道點

連運輸(我車過黎俾你)",MTR Yuen Long Station (港鐵元朗站),"Like new,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/9/20/_i5_13600k__rx6600__32gb_ram___1695220815_617704e3,https://media.karousell.com/media/photos/products/2023/9/20/_i5_13600k__rx6600__32gb_ram___1695220815_617704e3_progressive,https://media.karousell.com/media/photos/products/2023/9/20/_i5_13600k__rx6600__32gb_ram___1695220815_2c679475_progressive,https://media.karousell.com/media/photos/products/2023/9/20/_i5_13600k__rx6600__32gb_ram___1695220815_0e81cb52_progressive","HK$7,500",/u/den4442524/,靚料打機電腦 i5 13600K / RX6600 /利民水冷 /32GB RAM/ 華碩板/ ARGB / ANTEC 650W 牛,https://www.carousell.com.hk/p/%E9%9D%9A%E6%96%99%E6%89%93%E6%A9%9F%E9%9B%BB%E8%85%A6-i5-13600k-rx6600-%E5%88%A9%E6%B0%91%E6%B0%B4%E5%86%B7-32gb-ram-%E8%8F%AF%E7%A2%A9%E6%9D%BF-argb-antec-650w-%E7%89%9B-1255910012/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=47
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,2 weeks ago,香港某大（漢X）維修師傅專科
所用維修儀器非市面一般店舖所及

報價 請用文字&圖片說明所壞情況 SEND WHATSAPP 6434-6307 
（唔整礦卡 費時俾人利用嚟呃二手買家）
（整DISPLAY CARD唔平既，一定唔會一百幾十，所以如太舊MODEL冇必要整，買過張新好過）

維修期 7-15日 視乎難度

面交 元朗站（1830-1900）
寄修 順豐站

整好先收錢 不成功不收費",MTR Yuen Long Station (港鐵元朗站),"Brand new,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/9/2/_display_card_gtx1060_1080_208_1693633925_d3cdb275.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_display_card_gtx1060_1080_208_1693633925_d3cdb275_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_display_card_gtx1060_1080_208_1693633925_2b8a44a8_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/2/_display_card_gtx1060_1080_208_1693633925_c4816f8b_progressive.jpg",HK$100,/u/whatsapp64349307/,專業維修 DISPLAY CARD GTX1060 1080 2080 3080 3090 （唔整礦卡）香港某大代理師傅,https://www.carousell.com.hk/p/%E5%B0%88%E6%A5%AD%E7%B6%AD%E4%BF%AE-display-card-gtx1060-1080-2080-3080-3090-%EF%BC%88%E5%94%94%E6%95%B4%E7%A4%A6%E5%8D%A1%EF%BC%89%E9%A6%99%E6%B8%AF%E6%9F%90%E5%A4%A7%E4%BB%A3%E7%90%86%E5%B8%AB%E5%82%85-1252434969/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=64
,"Heavily used # Heavily used: Used, with obvious signs of use or defects.","Posted,1 week ago,Brand,Apple,機身有崩，液晶有輕微紅邊，使用正常，沒有充電器跟
處理器：2.3 GHz Intel Core i5
顯示卡：Intel Iris Plus Graphics 640 1536MB
記憶體：8GB
儲蓄空間：128GB SSD
",Hong Kong Industrial Centre (香港工業中心),"Heavily used,Meetup,Hong Kong Industrial Centre (香港工業中心)","https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_9bbb3deb,https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_9bbb3deb_progressive,https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_29c1e86c_progressive,https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_d2249a71_progressive,https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_9fd5ec57_progressive,https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_469c09d2_progressive,https://media.karousell.com/media/photos/products/2023/9/9/macbook_pro_13_2017_a1708_i58g_1694240392_edb8661b_progressive,https://media.karousell.com/media/photos/products/2023/9/12/samsung_watch_4_classic_46mm_l_1694517131_75ef6440_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/9/4/apple_ipad_pro_1292021_5_256gb_1693836175_095d3d47_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/6/30/huawei_ultrathin_keyboard_huaw_1688094612_cec9d5a1_thumbnail","HK$1,680",/u/dicksondigital/,"MacBook Pro 13"" (2017) A1708 (i5,8GB,128GB SSD) SH0178542",https://www.carousell.com.hk/p/macbook-pro-13-2017-a1708-i5-8gb-128gb-ssd-sh0178542-1253752430/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=63
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,1 month ago,Brand,Apple,可代買Mac/iPad 
Please PM",Whampoa Garden (黃埔花園),"Brand new,Mailing · Meetup,Whampoa Garden (黃埔花園)","https://media.karousell.com/media/photos/products/2023/7/26/apple_back_to_school__1690349920_59dea1ec.jpg,https://media.karousell.com/media/photos/products/2023/7/26/apple_back_to_school__1690349920_59dea1ec_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/26/apple_back_to_school__1690349920_59dea1ec_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/3/wii__1685773468_a6db1dae_thumbnail.jpg",HK$0,/u/bestofbritish/,Apple Back to School 教育優惠,https://www.carousell.com.hk/p/apple-back-to-school-%E6%95%99%E8%82%B2%E5%84%AA%E6%83%A0-1245278845/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=75
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,2 hours ago,Brand,Dell,Model Number,3060,Ram (GB),8.0GB,SSD Storage (GB),256.0GB,Dell OP3060 OptiPlex 3060 Micro PC 
Intel Core i5-8500T 2.1 GHz Hexa-core, 8GB RAM, 
256GB SSD, 
Windows 11 Pro ",298 Computer Zone (298電腦特區),"Like new,Mailing · Meetup,298 Computer Zone (298電腦特區)","https://media.karousell.com/media/photos/products/2023/9/21/dell_optiplex_3060_i58350_1695258794_92c6ab2a.jpg,https://media.karousell.com/media/photos/products/2023/9/21/dell_optiplex_3060_i58350_1695258794_92c6ab2a_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/21/dell_optiplex_3060_i58350_1695258794_92c6ab2a_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/21/dell_optiplex_3060_i58350_1695258794_891c5743_progressive.jpg,https://media.karousell.com/media/photos/products/2022/12/19/hermes_box_1671418027_e3dee3c0_thumbnail.jpg,https://media.karousell.com/media/photos/products/2021/12/15/hermes__1639527685_5244b68e_thumbnail.jpg,https://media.karousell.com/media/photos/products/2022/8/28/roger_vivier_1661675907_a9c3bd3b_thumbnail.jpg","HK$1,680",/u/kingerdigital/,DELL OPTIPLEX 3060 i5-8350,https://www.carousell.com.hk/p/dell-optiplex-3060-i5-8350-1255950241/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=78
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,1 week ago,Brand,精英ECS,全新 精英 ECS Liva Core
無風扇 超迷你主機

CPU: Core M 5Y10c
Ram: 4GB onboard
SSD: Intel m.2 120GB NGFF SATA SSD (replaceable)
Wifi: Intel Wifi with Bluetooth
OS: None

USB 3.0 x 4, HDMI x 2, Micro SD, 3.5mm audio, Gillgalan

無風扇設計，特別適合音響器材及作為數碼播放器。
全新未拆盒，圖片為網上圖片，詳細介紹可參考HKEPC評測。

只有一部，有問題歡迎聯絡。",MTR Lam Tin Station (港鐵藍田站),"Brand new,Meetup,MTR Lam Tin Station (港鐵藍田站)","https://media.karousell.com/media/photos/products/2023/9/7/_ecs_liva_core__core_m_5y10c_4_1694096426_fc474aae.jpg,https://media.karousell.com/media/photos/products/2023/9/7/_ecs_liva_core__core_m_5y10c_4_1694096426_fc474aae_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/7/_ecs_liva_core__core_m_5y10c_4_1694096426_f38ad2cf_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/7/_ecs_liva_core__core_m_5y10c_4_1694096426_53fc11a3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/7/_ecs_liva_core__core_m_5y10c_4_1694096426_d35f286f_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/7/_ecs_liva_core__core_m_5y10c_4_1694096426_fa2de62c_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/18/intel_nuc____1666101027_8b80b64e_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/3/14/intel_nuc_nuc6i5syh_core_i5_24_1678808000_788b953e_thumbnail.jpg",HK$700,/u/mooreelectronics/,"全新 精英ECS Liva Core 無風扇 Fanless Core M 5Y10C, 4GB Ram, 120GB SSD",https://www.carousell.com.hk/p/%E5%85%A8%E6%96%B0-%E7%B2%BE%E8%8B%B1ecs-liva-core-%E7%84%A1%E9%A2%A8%E6%89%87-fanless-core-m-5y10c-4gb-ram-120gb-ssd-1253478579/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=77
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,2 hours ago,Brand,Apple,新城市店陪買  只收$300陪買費  不收贈品 去到10/2
",MTR Sha Tin Wai Station (港鐵沙田圍站),"Brand new,Meetup,MTR Sha Tin Wai Station (港鐵沙田圍站)","https://media.karousell.com/media/photos/products/2023/9/21/apple2023_1695258574_c59d9c89.jpg,https://media.karousell.com/media/photos/products/2023/9/21/apple2023_1695258574_c59d9c89_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/21/apple2023_1695258574_c59d9c89_progressive.jpg",HK$300,/u/lokyi1227/,apple教育優惠2023,https://www.carousell.com.hk/p/apple%E6%95%99%E8%82%B2%E5%84%AA%E6%83%A02023-1255949866/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=79
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,3 weeks ago,Brand,Samsung,Tab s9 ultra 5g(12+512)連鍵盤套。好少用。",Sham Shui Po (深水埗),"Like new,Meetup,Sham Shui Po (深水埗)","https://media.karousell.com/media/photos/products/2023/8/27/_1693095525_770541b5.jpg,https://media.karousell.com/media/photos/products/2023/8/27/_1693095525_770541b5_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/27/_1693095525_6c0446a9_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/27/_1693095525_8aec6015_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/27/_1693095525_67ba021e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/27/_1693095525_6bc9ad8e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/25/resident_evil_2_reamke_biohaza_1687660402_bb05e6f7_thumbnail,https://media.karousell.com/media/photos/products/2022/11/6/ipad_pro_1292022_1667692957_52341a13_thumbnail.jpg","HK$9,000",/u/wa1006/,SAMSUNG Tab S9 ultra 5g,https://www.carousell.com.hk/p/samsung-tab-s9-ultra-5g-1251284893/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=80
,Lightly used # 7,"Posted,3 days ago,Brand,Apple,Mac mini m1 8GB ram 256GB

有盒、原裝電源線
運作正常，可拍片證明
有興趣pm",Tai Wai (大圍),"Lightly used,Meetup,Tai Wai (大圍)","https://media.karousell.com/media/photos/products/2023/9/17/mac_mini_m1_1694931636_5006b96f.jpg,https://media.karousell.com/media/photos/products/2023/9/17/mac_mini_m1_1694931636_5006b96f_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/17/mac_mini_m1_1694931636_5006b96f_progressive.jpg","HK$2,800",/u/kkkson/,Mac mini m1,https://www.carousell.com.hk/p/mac-mini-m1-1255253909/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=89
,Lightly used # 7,"Posted,17 hours ago,Brand,Acer,原裝win10
trade in Tai Kok Tsui
大角咀交收",Tai Kok Tsui Post Office (大角咀郵政局),"Lightly used,Meetup,Tai Kok Tsui Post Office (大角咀郵政局)","https://media.karousell.com/media/photos/products/2023/9/20/acer_i79700_300ghz_8gb_m2_256g_1695203164_ae8d65e0,https://media.karousell.com/media/photos/products/2023/9/20/acer_i79700_300ghz_8gb_m2_256g_1695203164_ae8d65e0_progressive,https://media.karousell.com/media/photos/products/2023/9/20/acer_i79700_300ghz_8gb_m2_256g_1695203164_ae8d65e0_progressive,https://media.karousell.com/media/photos/products/2023/9/20/acer_i79700_300ghz_8gb_m2_256g_1695203164_0712b80a_progressive,https://media.karousell.com/media/photos/products/2023/3/10/5_1678418878_08f318a0_thumbnail.jpg","HK$1,900",/u/hkitk/,"Acer, i7-9700 @3.00GHz, 8GB, M.2. 256GB SSD + 2TB HDD, win10 Home",https://www.carousell.com.hk/p/acer-i7-9700-3-00ghz-8gb-m-2-256gb-ssd-2tb-hdd-win10-home-1255860648/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=87
